geoname,,,AGRm,MINm,MANm,TandWm,INFm,FandIm,Rem,HSm,PIEPCm,TRADEm,PSTEm,MEHIm,unemployrate
Mississippi,,,0.0078,-0.0117,0.0152,0.0028,-0.0003,0.0299,0.0435,-0.0004,0.0922,0.0085,-0.0094,0.458,-0.133333334
Mississippi,,,-0.0056,-0.0085,-0.0859,0.0065,0.0177,0.022,0.0259,0.0117,0.096,-0.0026,0.0073,0.112,0.216666667
Mississippi,,,0.0152,0.0264,-0.0662,-0.0158,0.0007,-0.0057,0.0357,0.0154,0.0802,0.0094,0.0206,-0.771,0.166666667
Mississippi,,,-0.0287,-0.0114,-0.0255,-0.0014,0.0069,0.005,0.0056,0.022,0.081,0.0332,0.0133,0.053,0.933333333
Mississippi,,,0.0463,0.0022,0.1706,0.0158,-0.0013,0.0058,-0.0339,0.0157,0.0902,0.0792,0.0026,0.183,-0.283333333
Mississippi,,,0.0421,0.0118,-0.0064,0.0226,0.0081,-0.0103,-0.024,0.0301,0.1089,0.0258,0.0053,0.179,0.016666666
Mississippi,,,-0.0045,-0.0283,0.0525,0.0096,0.0236,0.0147,0.0172,0.0004,0.1122,0.034,-0.0034,-0.416,1.441666667
Mississippi,,,-0.0579,0.019,0.1463,0.011,-0.0003,0.0006,-0.0088,0.0269,0.143,0.0573,0.0131,0.127,-1.225
Mississippi,,,-0.0103,0.024,0.0477,-0.0035,0.0101,0.0166,0.0786,0.0107,0.1015,-0.0453,0.0071,0.226,-0.225
Mississippi,,,0.0058,0.005,-0.043,0.0013,0.0119,-0.0134,0.3207,0.033,0.0691,-0.0348,0.0353,-0.29,0.558333333
Mississippi,,,0.0332,0.0178,-0.1902,-0.0264,-0.0093,0.025,-0.0462,0.01,-0.0419,-0.0737,-0.0193,-0.162,2.65
Mississippi,,,0.0122,-0.0204,0.0454,0.018,-0.0029,0.0047,-0.0415,-0.0018,0.0895,0.0271,-0.009,0.34,0.724999997
Mississippi,,,-0.0642,0.0054,-0.0098,0.011,-0.0084,0.02,-0.0441,0.0067,0.0906,0.0057,-0.0013,0.221,-0.30833333
Mississippi,,,0.025,0.013,0.1323,0.0038,0.0101,0.013,-0.0668,0.0113,0.0554,0.0169,-0.0007,-0.651,-0.95
Mississippi,,,0.0826,-0.0151,-0.1048,0.0053,0.0185,-0.0228,0.0111,-0.0076,0.0572,0.023,-0.0097,-0.583,-0.333333333
Mississippi,,,-0.0222,-0.0075,-0.0238,-0.0089,0.0045,0.0044,-0.0103,0.0049,0.0745,0.034,0.0015,0.33,-0.9
Mississippi,,,-0.0003,-0.0133,-0.0057,-0.0034,0.0057,-0.0064,0.0439,0.0151,0.0725,0.0438,0.0003,0.549,-1.108333334
Mississippi,,,-0.04604,-0.05225,0.24101,0.0509,0.00786,0.14348,0.11875,0.10619,0.0707,0.14337,0.0794,0.085,-0.516666666
Mississippi,,,0.08151,0.01843,-0.00402,0.04919,0.00033,-0.01468,0.07856,0.0296,0.0757,0.05989,-0.00338,0.172,-0.733333334
Mississippi,,,-0.00292,0.00805,-0.0403,0.03381,0.00359,-0.01496,-0.00359,0.02427,0.0815,0.00579,0.00397,-0.158,-0.275
Mississippi,,,-0.03843,0.00599,0.00329,-0.00025,0.01437,0.00953,-0.01956,0.02176,0.0601,0.0004,0.00387,0.156,0.566666667
Mississippi,,,-0.03873,-0.00017,0.03011,0.00692,-0.00206,0.02975,0.09759,-0.04635,0.0383,0.01809,-0.01834,-0.013,2.525
Mississippi,,,0.07529,-0.01578,0.02568,0.00603,0.0384,0.02614,0.03835,0.01955,0.393,0.00492,0.03182,-0.059,-2.55
Mississippi,,,-0.05828,-0.01361,-0.00048,-0.01445,0.01985,-0.03682,0.05162,0.05117,0.2997,-0.08419,0.04623,-0.168,-1.591666667
Missouri,,,-0.0431,0.0208,-0.0234,0.0309,0.0173,0.109,0.039,0.0244,0.0967,0.2285,0.1168,0.534,-0.316666667
Missouri,,,-0.0295,0.0202,-0.019,0.0119,0.048,0.0708,0.143,0.0315,0.116,0.0697,0.0107,0.058,-0.8
Missouri,,,0.058,0.0033,0.0826,0.0027,-0.0299,0.0999,0.0642,0.0288,0.1341,0.0587,0.0689,0.368,0.183333334
Missouri,,,-0.0079,-0.0043,-0.1538,-0.1033,0.0014,0.0062,0.1516,0.0488,0.0901,0.083,-0.0483,-0.751,1.075
Missouri,,,0.0055,-0.0047,0.0282,0.0129,0.1036,-0.147,-0.0399,0.0555,0.0859,0.099,0.048,0.143,0.791666666
Missouri,,,0.0485,0.0004,0.1871,0.027,0.0334,-0.023,-0.012,0.0466,0.1019,0.1451,0.0007,0.015,0.375
Missouri,,,0.0865,-0.0034,0.1331,0.0285,0.1771,-0.0695,-0.0153,0.0547,0.1056,0.0236,0.0556,-0.404,0.216666667
Missouri,,,-0.0597,0.0555,-0.0291,0.0376,0.0073,0.0995,-0.008,0.0386,0.1202,0.114,-0.0032,-0.053,-0.475
Missouri,,,0.0423,-0.0549,-0.0407,0.039,0.0802,0.0823,-0.0141,0.056,0.0825,-0.0162,0.0581,0.048,-0.525
Missouri,,,-0.0622,0.0064,-0.0101,-0.0299,0.0237,0.0485,0.1452,-0.001,0.1141,-0.0147,0.0416,0.039,0.208333333
Missouri,,,0.07,-0.0183,-0.1058,0.0053,0.1409,-0.1905,0.273,0.0852,0.1028,-0.0263,0.14,-0.218,1.133333334
Missouri,,,0.0526,-0.0185,-0.395,-0.0802,-0.0909,0.5127,0.1076,0.0476,-0.0599,-0.1925,-0.059,0.385,2.808333333
Missouri,,,-0.043,0.0001,0.1984,0.0096,-0.0439,0.0135,0.0724,-0.0066,0.0971,0.0377,-0.0473,-0.472,0.483333333
Missouri,,,-0.0144,-0.0049,-0.1139,0.0039,0.0124,-0.0663,-0.0176,0.0151,0.1157,-0.0763,0.0101,-0.186,-0.866666666
Missouri,,,-0.0645,0.0046,0.2505,0.0066,0.0126,-0.2229,0.0553,0.0708,0.0983,0.0787,0.0711,0.386,-1.45
Missouri,,,0.0822,-0.0055,-0.03,0.0246,0.0143,0.0776,0.033,0.0481,0.0568,0.1135,-0.0003,-0.499,-0.416666667
Missouri,,,0.0483,0.0007,0.0136,0.0093,-0.0688,0.0012,-0.0507,-0.0251,0.0897,0.1314,0.0291,1.17,-0.625
Missouri,,,-0.0281,-0.0136,0.0166,-0.0254,-0.0636,0.032,0.1703,0.0957,0.0881,0.1171,0.1491,0.316,-1.041666667
Missouri,,,-0.00898,-0.00341,0.29108,0.1487,0.16396,0.4151,0.21588,0.36399,0.0885,0.30355,0.43088,-0.565,-0.558333333
Missouri,,,0.02283,0.01125,-0.09599,0.10436,-0.13696,0.1188,0.22629,0.18777,0.1146,0.28013,0.17937,0.065,-0.808333333
Missouri,,,-0.02593,0.00288,-0.0289,-0.0019,0.01069,-0.09824,-0.00688,0.08429,0.1465,0.09806,0.11425,0.469,-0.5
Missouri,,,-0.00023,0.00135,0.13493,-0.0079,0.12973,0.03716,0.13641,0.09757,0.08,-0.02203,0.09262,-0.233,-0.033333334
Missouri,,,0.03196,0.01912,0.03191,-0.07427,-0.10293,0.11001,-0.04971,-0.09335,-0.0491,0.11375,-0.05583,0.107,2.983333334
Missouri,,,0.03035,-0.00237,0.16291,0.13816,0.15043,-0.02934,0.27537,0.11373,0.4576,-0.03998,0.32236,-0.152,-2.108333334
Missouri,,,0.0088,-0.02603,0.1516,-0.02225,0.1571,-0.06919,0.31324,0.07545,0.3786,-0.19096,0.19755,0.295,-1.591666666
Montana,,,-0.0015,0.0071,0.0207,-0.0032,-0.002,0.0039,0.0152,0.0133,0.0945,0.0312,0.0093,0.334,0.108333333
Montana,,,0.0052,0.0096,-0.0295,-0.0044,0.0008,0.0147,0.0189,0.0036,0.1108,-0.0042,-0.0009,-0.199,-0.3
Montana,,,-0.0021,0.0086,-0.0036,0.0099,-0.0006,0.0091,0.0108,0.0055,0.1236,0.0058,0.0059,0.108,-0.475
Montana,,,-0.0001,0.0098,0.0015,-0.0092,0.0064,0.0204,0.0167,0.0033,0.1019,0.0123,0.0117,-0.219,-0.225
Montana,,,0.0111,-0.0185,-0.0075,-0.004,0.0087,0.005,-0.0024,0.0139,0.1136,0.0202,0.0116,0.359,-0.058333333
Montana,,,0.0044,-0.0043,0.0319,0.0076,0.002,0.0049,-1.00E-04,0.0043,0.1229,0.0179,0.0015,-0.221,0.191666667
Montana,,,0.0151,0.0122,0.0103,0.0241,0.0084,0.0012,0.0091,0.0103,0.1496,0.0186,0.0008,-0.149,-0.233333334
Montana,,,0.0165,0.0158,-0.0084,0.0082,0.0075,0.0106,0.0439,0.0079,0.1635,0.0285,0.0057,0.342,-0.441666666
Montana,,,-0.0207,0.0161,0.0065,0.0088,0.0036,0.0041,0.023,0.0127,0.1623,0.0185,0.0078,0.379,-0.725
Montana,,,0.0009,0.0122,0.0468,-0.0025,-0.0001,0.0122,0.0262,0.0046,0.1708,0.0107,0.008,0.205,0.016666666
Montana,,,0.0151,0.002,-0.0469,0.0079,0.006,-0.0027,0.0079,0.0209,0.1237,-0.0068,0.0144,-0.311,1.366666667
Montana,,,0.0142,-0.001,-0.0446,-0.0126,0.0025,0.0146,0.0087,0.0104,-0.1011,-0.0239,-0.0082,-0.303,2.391666667
Montana,,,0.0095,0.0113,0.0216,0.016,0.0026,-0.0042,0.0349,0.006,0.1638,0.0258,0.0028,0.038,0.066666666
Montana,,,-0.0148,0.0217,0.022,-0.0025,-0.0014,0.007,0.0406,0.0062,0.1353,-0.0003,0.0074,-0.289,-0.558333333
Montana,,,0.0184,1.00E-04,0.0108,0.0036,0.005,-0.0146,0.0098,0.0088,0.0832,0.004,-0.0085,-0.298,-0.458333333
Montana,,,0.0056,-0.0418,0.0199,-0.0116,0.0052,-0.0009,0.0361,0.0194,0.0492,0.0154,0.0058,0.04,-0.375
Montana,,,0.03187,-0.05298,-0.00507,0.02585,0.01258,0.07269,0.06894,0.07937,0.0343,0.05074,0.04078,0.627,0.033333333
Montana,,,-0.04511,0.00091,0.08097,0.02354,0.00482,0.0163,0.03352,0.04278,0.1321,0.05381,0.01662,-0.079,-0.233333333
Montana,,,0.04213,-0.00021,-0.0058,0.00627,0.00103,-0.0071,0.01867,0.00718,0.1891,0.02408,0.01145,-0.102,-0.341666667
Montana,,,0.01504,0.00728,-0.0373,-0.00801,0.00768,0.01007,0.01593,0.01813,0.0979,0.01208,0.0199,0.189,-0.25
Montana,,,-0.01214,0.03156,-0.03495,-0.01725,0.00514,0.00521,0.01033,-0.0005,-0.0488,0.01239,0.01379,-0.46,2.341666667
Montana,,,-0.07641,0.00086,0.02245,0.0274,0.02985,0.01726,0.04729,0.02917,0.5948,0.00437,0.04575,0.613,-2.458333334
Montana,,,0.05555,-0.02354,-0.01922,0.0022,0.01575,-0.00196,0.02601,0.01418,0.3898,-0.03242,0.04643,0.289,-0.75
Nebraska,,,-0.0301,-0.002,-0.0113,0.04,0.0013,0.0409,0.0095,0.0319,0.0934,0.0421,0.0031,0.212,0.1
Nebraska,,,-0.0269,0.0078,0.0302,0.0236,-0.0108,0.0358,0.0329,0.0333,0.1222,0.018,0.0049,0.243,0.208333334
Nebraska,,,0.0173,-0.0046,0.0719,0.0187,-0.0342,0.0911,0.0197,0.0123,0.1399,0.025,-0.0053,0.288,0.075
Nebraska,,,0.0181,0.0041,-0.0104,0.0184,0.0246,-0.0572,0.0393,0.0113,0.0848,0.0307,0.0186,0.144,0.358333333
Nebraska,,,-0.004,0.0057,-0.0508,-0.0172,0.0416,0.0066,0.0075,0.0214,0.0578,0.028,0.0154,-0.211,0.533333333
Nebraska,,,0.1468,-0.0024,0.0374,0.0554,0.0217,0.0557,-0.0213,0.0263,0.1212,0.0621,0.011,0.044,0.258333334
Nebraska,,,-0.0321,-0.0034,0.0199,0.0663,0.0229,-0.0005,-0.0062,0.0227,0.1575,0.0365,0.0219,-0.191,-0.033333334
Nebraska,,,0.0191,-0.0002,0.0605,0.0272,-0.0005,0.0712,0.0129,0.0083,0.141,0.0071,0.0054,0.413,-0.15
Nebraska,,,-0.0245,-0.0026,0.1382,0.0207,1.00E-04,0.0351,-0.0117,0.0122,0.1334,-0.0137,0.0244,-0.164,-0.716666666
Nebraska,,,0.0131,0.0075,-0.0266,-0.0011,0.047,0.0382,0.0517,0.0032,0.1207,0.0054,0.0012,-0.028,-0.116666667
Nebraska,,,0.0706,-0.0087,0.0547,0.0261,-0.0284,-0.1906,0.0201,0.0375,0.1005,0.0456,0.0478,-0.032,0.333333333
Nebraska,,,0.092,-0.0003,-0.0412,-0.0658,-0.0199,0.1366,0.008,0.0078,-0.0765,-0.0276,-0.0028,-0.123,1.4
Nebraska,,,0.0088,0.0031,0.0845,0.0463,-0.0064,0.0308,0.0624,-0.0137,0.1239,0.0251,0.0069,0.29,0.041666667
Nebraska,,,0.1325,0.0031,0.1178,0.0812,0.0065,-0.0211,0.0469,0.0127,0.1516,-0.0178,0.0021,0.188,-0.3
Nebraska,,,-0.1825,0.005,0.0196,-0.024,-0.0066,0.0554,0.0407,0.0354,0.0851,0.0341,0.026,-0.558,-0.516666667
Nebraska,,,0.1453,-0.002,-0.0019,-0.0476,0.0144,0.0155,-0.0017,0.0099,0.0505,0.0515,-0.0279,0.588,-0.208333333
Nebraska,,,-0.0135,0.0013,-0.0418,0.091,0.0011,0.1265,-0.0162,0.008,0.1056,0.0628,-0.0028,-0.19,-0.425
Nebraska,,,0.0518,-0.0011,0.0045,-0.1009,0.0176,0.0048,0.0017,0.0243,0.0712,0.0506,0.0083,0.441,-0.266666667
Nebraska,,,0.01888,-0.0077,-0.01348,0.17456,0.10477,0.26226,0.20406,0.11122,0.0979,0.12442,0.0919,-0.196,0.083333334
Nebraska,,,-0.1405,-0.00214,-0.03034,0.12847,-0.01867,0.35105,0.0492,0.04312,0.1004,0.05448,0.02679,-0.098,-0.091666667
Nebraska,,,0.06032,0.00013,0.16961,0.01358,0.00592,-0.13436,0.0491,0.04724,0.1126,0.02978,0.03886,0.785,-0.05
Nebraska,,,0.06337,4.00E-05,0.00726,-0.15973,0.03717,0.16824,-0.02194,0.03162,0.0877,0.01218,0.01852,0.512,0.2
Nebraska,,,0.02091,0.00525,0.04199,-0.04695,0.00688,0.01622,0.00316,-0.02159,-0.0501,0.01412,0.00011,-0.179,1.183333333
Nebraska,,,0.10868,-0.00191,0.22115,0.09111,0.07084,-0.05825,0.05297,0.04151,0.5098,-0.05452,0.0559,0.278,-1.616666666
Nebraska,,,-0.2465,-0.00093,0.11039,-0.01968,0.02581,0.3473,0.02923,0.04418,0.4053,-0.07178,0.05237,-0.586,-0.35
Nevada,,,0.0025,0.0361,0.0153,0.0324,0.0211,0.0925,-0.0375,-0.0021,0.0459,0.098,0.0002,0.063,-0.2
Nevada,,,0.0019,-0.0017,-0.0018,0.0216,0.0248,0.0897,0.0899,0.0109,0.1384,0.0731,0.0178,0.147,-0.208333333
Nevada,,,0.0047,-0.0014,0.0219,0.0082,0.0087,0.0452,0.0286,0.0273,0.121,0.0456,0.0252,0.461,0.15
Nevada,,,-0.0016,-0.0374,0.008,-0.0459,0.0262,0.1258,0.053,0.0355,0.0554,0.0857,0.0557,-0.218,1.075
Nevada,,,-0.0016,0.0029,0.0247,-0.023,0.0132,0.0651,0.025,0.0263,0.0635,0.0519,0.0484,-0.157,0.491666666
Nevada,,,-0.0005,0.0222,0.0355,0.0026,-0.0026,0.0356,0.0964,0.0231,0.1005,0.0206,0.0445,-0.108,-0.4
Nevada,,,0.0011,-0.0022,0.12,0.0724,0.0233,0.0099,0.1964,0.0308,0.1633,0.1279,0.0546,0.132,-0.825
Nevada,,,0.0043,0.0023,0.0462,0.0429,0.0457,0.0427,0.2405,0.0253,0.1769,0.1728,0.0349,-0.053,-0.333333333
Nevada,,,0.0029,0.0952,0.0171,0.0202,-0.0073,-0.0548,0.3148,0.0286,0.1339,0.0227,0.0202,0.375,-0.058333333
Nevada,,,-0.01,-0.0139,0.0906,-0.0031,0.0221,-0.0476,0.0357,0.0175,0.0976,-0.0383,-0.0073,0.059,0.525
Nevada,,,0.0057,0.0137,-0.004,0.005,-0.0089,-0.0324,-0.0898,0.0364,0.0005,-0.1027,0.016,-0.17,2.291666666
Nevada,,,0.0045,-0.0223,-0.0947,-0.0197,-0.0007,0.0082,-0.2438,0.0108,-0.1974,-0.1644,-0.0596,-0.409,4.841666667
Nevada,,,-0.001,0.0668,-0.0349,0.0511,0.0027,-0.0202,-0.024,-0.002,0.0493,-0.0087,-0.0125,-0.123,2.00833333
Nevada,,,-0.0081,0.0088,0.0546,0.0019,-0.0027,0.0252,-0.1364,0.015,0.0617,0.028,0.0027,-0.077,-1.70833334
Nevada,,,0.0005,-0.101,0.0011,-0.008,-0.0067,-0.0448,0.1945,0.0062,0.0866,0.0396,-0.014,0.483,-1.641666663
Nevada,,,0.0087,-0.0813,0.0044,0.0118,0.0328,0.0201,0.0113,0.0384,0.1107,0.1227,0.0072,-0.327,-1.808333334
Nevada,,,-0.0008,-0.0911,-0.0019,0.0127,0.0108,0.0286,0.1169,0.0534,0.0913,0.0301,0.016,0.263,-1.308333333
Nevada,,,-0.00019,0.03908,0.03663,0.18938,0.20252,0.26221,0.23944,0.14975,0.105,0.17711,0.14379,0.355,-1.041666667
Nevada,,,0.002,0.07069,0.09527,0.05856,-0.10339,0.00818,0.11524,0.08921,0.1674,0.21284,0.07355,0.193,-0.825
Nevada,,,0.00144,-0.06605,0.032,0.00687,0.04346,0.0341,0.13507,0.04033,0.1602,0.10462,0.03888,0.307,-0.6
Nevada,,,0.00639,0.01341,0.01704,0.01267,0.08291,0.07175,0.03555,0.0554,0.1113,0.06337,0.05338,0.925,-0.275
Nevada,,,-0.00473,0.10581,-0.0046,-0.16292,-0.04243,0.13113,-0.01517,-0.01561,-0.1142,-0.01596,-0.01956,-1.181,9.591666667
Nevada,,,0.00229,-0.02546,0.06433,0.22124,0.15132,0.09679,0.16141,0.06553,0.5595,-0.0428,0.14034,0.043,-6.758333333
Nevada,,,-0.01744,-0.09757,0.04126,0.0659,0.00791,-0.0691,0.12293,0.06277,0.4746,-0.08488,0.10006,0.295,-1.583333334
New Hampshire,,,0.0013,0.0022,0.0583,0.0027,0.0185,0.0276,-0.0141,0.0036,0.1374,0.1074,0.0224,0.577,-0.533333334
New Hampshire,,,0.0028,0.0013,-0.059,0.0103,0.0216,0.0241,0.0431,0.0126,0.1578,0.0474,0.0213,0.028,-0.083333333
New Hampshire,,,0.0013,0.0015,0.0788,0.0067,-0.0121,0.0251,0.013,0.0181,0.1739,0.0701,0.0404,0.527,-0.1
New Hampshire,,,-0.0009,0.0011,-0.0752,-0.011,0.019,0.0107,0.0481,0.0227,0.1257,0.062,0.024,-0.117,0.741666667
New Hampshire,,,0.0004,0.003,0.0189,0.0009,0.017,0.0035,0.0539,0.0217,0.1183,0.0201,0.0095,0.52,1.1
New Hampshire,,,0.0017,-0.0003,0.0513,0.0021,0.0006,0.0087,0.0502,0.0151,0.1812,0.0323,0.0079,-0.137,-0.025
New Hampshire,,,0.0001,-0.0015,0.0145,0.0075,0.0362,0.0134,0.0005,0.0157,0.1761,-0.0121,0.0143,-0.022,-0.666666667
New Hampshire,,,0.0016,0.0014,0.0247,0.0038,-0.0016,0.042,-0.0155,0.0201,0.1553,0.0265,0.0072,0.467,-0.091666667
New Hampshire,,,-0.0041,0.0018,0.0314,-0.007,0.0125,0.0016,0.0226,0.0114,0.1746,-0.0289,-0.0052,0.549,-0.008333333
New Hampshire,,,-0.0007,-0.003,-0.0201,-0.0147,0.024,-0.0656,0.0064,0.0347,0.0505,-0.014,0.0343,-0.511,0.241666667
New Hampshire,,,-0.0002,-0.0027,-0.0481,-0.005,-0.0081,0.0697,0.0087,0.019,-0.0245,-0.0457,-0.0247,-0.235,2.375
New Hampshire,,,0.0004,-0.0007,0.0401,0.0032,-0.006,0.0103,0.0171,-0.006,0.1211,0.0208,0.0026,0.211,-0.058333334
New Hampshire,,,0.0002,-0.0023,0.0203,0.0047,-0.0146,0.0222,0.0329,0.0096,0.1034,-0.0186,0.009,-0.357,-0.633333333
New Hampshire,,,0.0018,0.0023,-0.0316,-0.0032,0.0119,0.0528,0.0184,-0.0079,0.1041,-0.0183,0.0073,0.083,0.016666667
New Hampshire,,,1.00E-04,-0.002,0.0516,0.0044,0.0174,-0.0197,-0.0261,0.0065,0.1046,-0.0048,0.006,0.056,-0.216666667
New Hampshire,,,0.0008,0.0003,-0.0296,-0.0004,0.0257,0.0721,-0.0016,0.0051,0.0698,-0.009,0.0289,0.401,-0.925
New Hampshire,,,0.0017,-0.001,-0.0036,0.0037,-0.0078,-0.0022,0.037,0.0238,0.1611,-0.004,0.0362,0.282,-0.933333333
New Hampshire,,,0.00308,0.00143,0.136,0.0199,0.05427,0.1716,0.15037,0.10822,0.0939,0.1175,0.12274,-0.01,-0.508333334
New Hampshire,,,0.00386,0.00342,-0.06346,0.00075,-0.03304,-0.03459,0.03613,0.04142,0.2204,0.09282,0.08811,-0.232,-0.075
New Hampshire,,,-0.00266,0.00674,0.00785,0.00425,0.01696,0.01762,-0.06022,0.02102,0.1487,0.02254,0.03948,0.484,-0.183333333
New Hampshire,,,0.00135,-0.0009,0.00735,-0.00877,0.04839,0.03008,-0.01105,0.02595,0.1255,0.01607,0.04029,0.496,-0.058333333
New Hampshire,,,0.00039,-0.00175,-0.01394,0.01024,-0.00141,-0.05507,0.10237,-0.01004,-0.0469,0.0315,0.03047,0.122,4.15
New Hampshire,,,-0.00379,-0.00242,0.09386,0.01846,0.02913,-0.03889,0.0287,0.02248,0.515,0.02115,0.12011,-0.44,-3.316666667
New Hampshire,,,-0.00647,0.00119,-0.03881,-0.0054,0.04792,0.01859,0.06341,0.02106,0.4321,-0.03008,0.10813,-1.083,-0.9
New Jersey,,,0.0019,0.0095,-0.1793,-0.0326,0.003,0.205,0.0498,0.0366,0.1325,0.5299,0.088,0.195,-0.766666667
New Jersey,,,0.0026,0.0024,0.3707,-0.0547,0.0642,0.0992,0.2244,0.0545,0.1476,0.1658,0.116,-0.187,-0.158333333
New Jersey,,,0.0177,0.0011,0.3339,0.0541,-0.0151,0.2749,0.1303,0.1347,0.1834,0.5976,0.1167,-0.168,-0.75
New Jersey,,,-0.0119,0.0007,-0.1937,-0.1443,0.112,0.4051,0.3625,0.0098,0.1273,0.1179,0.0844,0.036,0.583333333
New Jersey,,,0.007,-0.0084,-0.3756,-0.0353,0.2088,0.2941,0.2966,0.1624,0.1242,0.0885,0.0531,0.334,1.533333334
New Jersey,,,-0.0003,-0.0036,0.2904,0.0332,-0.0912,-0.2506,0.4991,0.0747,0.163,0.4741,0.0298,0.052,0.075
New Jersey,,,-0.0046,0.0007,-0.2557,0.1162,0.0417,-0.0965,0.3289,0.1522,0.1742,-0.0521,0.089,-0.322,-0.916666667
New Jersey,,,0.0096,1.00E-04,-0.2991,0.1102,0.0865,0.3801,-0.0734,0.0825,0.1867,0.0757,0.0348,0.936,-0.483333333
New Jersey,,,0.0137,-0.0096,0.207,0.0741,0.0969,0.1642,0.1405,0.0833,0.1803,0.0029,0.0459,0.399,0.175
New Jersey,,,-0.0187,0.0012,0.1656,-0.0355,0.2033,-0.4742,0.2431,-0.0031,0.1439,0.1129,0.2026,-1.27,-0.408333334
New Jersey,,,-0.0027,-0.0108,0.1542,0.0459,0.069,-0.1672,-0.0501,0.1643,0.0981,-0.235,0.2398,0.34,1.241666667
New Jersey,,,0.0195,0.0063,-0.8359,-0.0739,-0.1388,0.2923,-0.0074,0.0577,-0.1047,-0.669,-0.2,-0.035,3.483333333
New Jersey,,,-0.0099,-0.009,-0.0449,0.0789,-0.0531,0.0549,0.2633,-0.0339,0.092,0.1264,-0.0332,-0.352,0.725
New Jersey,,,-0.0098,-0.0029,-0.3869,0.0083,-0.115,-0.0352,0.0562,0.0417,0.0746,-0.0035,0.1438,-0.327,-0.283333333
New Jersey,,,-0.0063,0.0064,-0.3053,-0.0743,0.0753,0.5469,0.0959,0.0812,0.0953,0.0217,0.162,0.391,0.008333333
New Jersey,,,-0.0033,0.0144,-0.0017,0.0101,0.2246,-0.1136,-0.0856,0.0474,0.0721,0.1872,-0.0141,-0.46,-1.008333333
New Jersey,,,0.0018,-0.014,0.1539,-0.0321,-0.0798,-0.4221,-0.1828,0.0927,0.1222,0.2893,0.1244,0.071,-1.641666667
New Jersey,,,0.0049,-0.0039,-0.1781,-0.0279,0.0029,0.0235,0.4122,0.0926,0.0848,0.1559,0.2999,0.383,-1.033333333
New Jersey,,,0.02524,0.01887,0.94326,0.55259,0.411,0.74596,0.91631,0.571,0.1074,0.77453,0.89417,-0.06,-0.758333333
New Jersey,,,0.00905,-0.00621,-0.15243,0.22056,-0.20987,-0.06371,-0.40573,0.22517,0.1129,0.53068,0.18158,0.185,-0.408333334
New Jersey,,,0.00128,-0.00564,0.7486,0.05917,0.19487,-0.03834,-0.05884,0.11955,0.1675,0.18878,0.26492,0.174,-0.525
New Jersey,,,0.01804,0.01627,0.00657,0.01845,0.11634,-0.12094,0.06071,0.19977,0.1598,0.26495,0.23588,1.418,-0.558333333
New Jersey,,,-0.00658,-0.00376,-0.15476,-0.38138,0.0823,0.22829,-0.04702,-0.26764,-0.1134,-0.27979,-0.03032,-0.349,6
New Jersey,,,-0.01184,-0.00091,0.00533,0.36143,0.56083,0.25851,0.35831,0.29366,0.6597,-0.02105,0.62134,-0.094,-2.841666667
New Jersey,,,-0.00627,-0.00672,0.00156,0.17431,0.30817,0.15571,0.70283,0.28927,0.461,-0.52661,0.65002,-0.315,-2.941666666
New Mexico,,,0.0024,0.0283,-0.0432,0.0164,0.0253,0.0036,1.00E-04,0.0134,0.0781,0.0413,-0.0118,0.178,-0.191666666
New Mexico,,,0.0009,-0.0616,0.0034,0.0063,0.0034,-0.0012,0.0157,0.0159,0.1006,0.0059,0.0135,0.224,-0.575
New Mexico,,,0.0114,0.1382,-0.1056,-0.017,0.0117,0.0191,0.0408,0.0111,0.0732,0.024,0.0226,-0.434,-0.066666667
New Mexico,,,-0.0141,-0.0004,-0.0267,0.0028,0.0188,0.0224,0.0464,0.0354,0.0607,0.0244,0.0298,0.298,0.525
New Mexico,,,-0.0032,-0.0802,0.1759,0.0113,0.0059,-0.0065,-0.0489,0.0249,0.0982,0.0339,0.0222,-0.166,0.416666667
New Mexico,,,0.0171,-0.0259,0.2253,0.0193,0.0019,0.0026,0.0015,0.0242,0.1241,0.0317,0.0182,0.531,-0.341666667
New Mexico,,,0.0165,-0.0056,-0.0911,0.0107,0.0096,0.0145,0.0677,0.0139,0.1489,0.0065,0.0007,-0.254,-0.375
New Mexico,,,-0.0134,0.0175,-0.0614,0.0117,0.0186,0.0039,0.0284,0.0168,0.1322,0.0351,0.0688,-0.007,-0.95
New Mexico,,,-0.0062,0.0105,-0.0936,-0.0047,0.0213,-0.0112,0.0708,0.0059,0.1158,-0.0011,0.0543,0.451,-0.641666666
New Mexico,,,-0.012,-0.0014,-0.0158,0.0067,0.1359,-0.0005,0.0165,0.0342,0.0969,-0.0176,0.0299,-0.511,0.708333333
New Mexico,,,-0.007,0.084,-0.0231,-0.0329,0.0129,0.0154,0.0389,0.0174,-0.0605,-0.0578,-0.009,0.213,2.75
New Mexico,,,0.0344,-0.0308,-0.0223,0.0086,0.0177,0.0028,0.0639,0.0037,0.0599,0.002,0.0005,0.13,0.725
New Mexico,,,-0.0077,0.0443,-0.0281,0.0204,-0.0617,-0.0006,0.0852,0.0114,0.1049,-0.0173,-0.0078,-0.577,-0.558333333
New Mexico,,,-0.0179,0.0501,0.0017,-0.0037,-0.0176,-0.0007,-0.0059,0.0135,0.0436,0.0141,-0.012,0.079,-0.25
