geoname,year,region,geocode,taxrevenueratio,  AGR,AGRm,AGRr,  MIN,MINm,MINr,  MAN,MANm,MANr,  Wholesale trade,  Retail trade,  TandW,TandWm,TandWr,  INF,INFm,INFr,   FandI,FandIm,FandIr,   RE,Rem,REr,"   Professional, scientific, and technical services",   Educational services,   HS,HSm,HSr,STR,GDP,taxrevenue,SPI,PIEPC,PIEPCm,TRADE,TRADEm,TRADEr,PSTE,PSTEm,PSTEr,igt,lg(igt),c,p,lg(pl),wapw,MEHI,MEHIm,unemployrate,lg(gdp),lg(ml),granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty,prediction,taxeffort
South Dakota,2003,Plains,41,0.036908544,1946,0.0707,0.070905447,165,-0.0007,0.006012024,2643,0.2643,0.096301694,1888,2409,790,0.0088,0.028784842,660,0.066,0.024048096,4691,0.4691,0.170923666,2849,0.2849,0.103807615,766,249,2744,0.0144,0.099981782,1012.955,27445,36908.54436,22822.7,23503,0.1233,4297,0.0267,0.156567681,1015,0.0016,0.036983057,,,,,,,60090,6.009,0.241666667,4.438463235,,388542,350650,37892,0.10806217,Republican,0.020381365,0.552212653
South Dakota,2004,Plains,41,0.035867751,2124,0.0178,0.071686765,156,-0.0009,0.00526513,3041,0.3041,0.102636277,1982,2447,872,0.0082,0.029430725,741,0.0741,0.025009366,4843,0.4843,0.163455275,2641,0.2641,0.089135945,791,241,2862,0.0118,0.096594879,1062.722,29628.9,35867.75074,24553.2,24997,0.1494,4429,0.0132,0.149482431,1032,0.0017,0.034830858,,,,,,,60970,6.097,0.133333333,4.471715528,,407512,369909,37603,0.101654731,Republican,0.025413388,0.70853029
South Dakota,2005,Plains,41,0.036205373,1898,-0.0226,0.061905973,145,-0.0011,0.004729382,3234,0.3234,0.105481516,2123,2635,995,0.0123,0.032453342,835,0.0835,0.027234714,5048,0.5048,0.16464771,2770,0.277,0.090347495,855,240,2876,0.0014,0.093804836,1110.035,30659.4,36205.37258,26005.4,26610,0.1613,4758,0.0329,0.155188947,1095,0.0063,0.035714985,,,,,,,62200,6.22,-0.058333333,4.486563652,,428018,388870,39148,0.100671175,Republican,0.030674572,0.847238116
South Dakota,2006,Plains,41,0.037277153,1508,-0.039,0.047274802,127,-0.0018,0.003981366,3435,0.3435,0.107684977,2162,2693,1028,0.0033,0.03222712,860,0.086,0.026960431,5388,0.5388,0.168910234,2751,0.2751,0.086242029,898,241,2899,0.0023,0.090881731,1189.089,31898.6,37277.15323,27393.1,28171,0.1561,4855,0.0097,0.152201037,1139,0.0044,0.035706896,,,,,,,63640,6.364,-0.55,4.503771623,,434099,391181,42918,0.109713918,Republican,0.037138278,0.996274528
South Dakota,2007,Plains,41,0.036480306,1988,0.048,0.057288425,143,0.0016,0.004120847,3717,0.3717,0.107113217,2248,2642,977,-0.0051,0.028154321,943,0.0943,0.02717454,5454,0.5454,0.157168546,3089,0.3089,0.089016068,921,228,2923,0.0024,0.084232427,1265.925,34701.6,36480.30638,30342.5,29197,0.1026,4890,0.0035,0.140915693,1149,0.001,0.033110865,,,,,,,63400,6.34,-0.175,4.540349499,,443797,397808,45989,0.115606021,Republican,0.037310138,1.022747397
South Dakota,2008,Plains,41,0.036035507,2682,0.0694,0.073141797,145,0.0002,0.003954348,3626,0.3626,0.098885965,2312,2571,953,-0.0024,0.02598961,960,0.096,0.026180509,5563,0.5563,0.151710596,3342,0.3342,0.091140898,1049,243,3143,0.022,0.085713896,1321.368,36668.5,36035.50732,32676.8,30415,0.1218,4883,-0.0007,0.133166069,1292,0.0143,0.035234602,,,,,,,67980,6.798,0.258333333,4.564293145,,461317,411142,50175,0.122038128,Republican,0.039404891,1.093501779
South Dakota,2009,Plains,41,0.037072204,3092,0.041,0.085430648,144,-0.0001,0.003978659,3140,0.314,0.086756868,2159,2613,880,-0.0073,0.024314027,978,0.0978,0.027021725,6097,0.6097,0.168457524,3371,0.3371,0.0931393,1015,250,3209,0.0066,0.088663309,1341.758,36193.1,37072.20437,31827.1,30309,-0.0106,4772,-0.0111,0.131848336,1265,-0.0027,0.034951413,,,,,,,60620,6.062,1.5,4.558625783,,537991,484480,53511,0.11045038,Republican,0.02738428,0.738674183
South Dakota,2010,Plains,41,0.03524741,2712,-0.038,0.072350098,159,0.0015,0.004241765,3446,0.3446,0.091931577,2295,2786,932,0.0052,0.024863677,1008,0.1008,0.026891187,5545,0.5545,0.147928205,3611,0.3611,0.096333408,1078,263,3241,0.0032,0.086462635,1321.228,37484.4,35247.40959,33682.9,31811,0.1502,5081,0.0309,0.135549722,1341,0.0076,0.035774882,,,,,,,59180,5.918,0.325,4.573850564,,608390,559569,48821,0.087247507,Republican,0.034918488,0.990668194
South Dakota,2011,Plains,41,0.03322102,3563,0.0851,0.085769652,149,-0.001,0.003586775,3912,0.3912,0.094170889,2361,2888,967,0.0035,0.023277927,1003,0.1003,0.02414453,5811,0.5811,0.139884212,3742,0.3742,0.090078596,1136,255,3342,0.0101,0.080449671,1380.051,41541.5,33221.01994,36655,32751,0.094,5249,0.0168,0.126355572,1391,0.005,0.033484588,,,,,,,59770,5.977,-0.308333333,4.618482174,,606770,552210,54560,0.098802992,Republican,0.034865309,1.04949544
South Dakota,2012,Plains,41,0.035031465,2772,-0.0791,0.063805398,177,0.0028,0.004074154,3755,0.3755,0.086431916,2551,2928,956,-0.0011,0.022005036,973,0.0973,0.022396339,6120,0.612,0.140869061,3967,0.3967,0.091311694,1153,254,3462,0.012,0.079687694,1521.928,43444.6,35031.46536,37469.6,33929,0.1178,5479,0.023,0.126114638,1407,0.0016,0.032386073,,,,,,,61360,6.136,-0.541666667,4.637935803,,544573,488543,56030,0.11468796,Republican,0.044005886,1.256181721
South Dakota,2013,Plains,41,0.034220159,3359,0.0587,0.07495275,163,-0.0014,0.003637183,3733,0.3733,0.083298189,2730,3074,943,-0.0013,0.021042109,1008,0.1008,0.022492519,5478,0.5478,0.122236131,3935,0.3935,0.087805618,1221,243,3538,0.0076,0.078946957,1533.573,44814.9,34220.15892,37840.2,34566,0.0637,5804,0.0325,0.129510498,1464,0.0057,0.032667706,,,,,,,65530,6.553,-0.358333333,4.651422432,,546178,486781,59397,0.122019964,Republican,0.04809971,1.405595748
South Dakota,2014,Plains,41,0.034924029,2848,-0.0511,0.06183642,156,-0.0007,0.003387107,3893,0.3893,0.084525696,2953,3112,976,0.0033,0.021191133,1081,0.1081,0.023470916,5578,0.5578,0.121110797,3864,0.3864,0.083896042,1254,240,3627,0.0089,0.078750244,1608.496,46057,34924.02892,39607.1,35484,0.0918,6065,0.0261,0.131684652,1494,0.003,0.032438066,,,,,,,64170,6.417,-0.366666667,4.663295646,,576978,517428,59550,0.115088476,Republican,0.052164583,1.493658793
South Dakota,2015,Plains,41,0.035097192,2940,0.0092,0.061636254,128,-0.0028,0.002683483,4046,0.4046,0.084823226,3080,3215,940,-0.0036,0.019706829,1281,0.1281,0.026855796,5562,0.5562,0.116605729,3902,0.3902,0.081804307,1368,239,3798,0.0171,0.079623977,1674.108,47699.2,35097.19241,41160.1,36505,0.1021,6295,0.023,0.131972863,1607,0.0113,0.033690292,,,,,,,66660,6.666,-0.283333333,4.678511095,,624357,567054,57303,0.101053868,Republican,0.055937325,1.593783486
South Dakota,2016,Plains,41,0.037977161,3227.8,0.02878,0.066605312,130.8,0.00028,0.002699044,4600.7,0.46007,0.094934959,3565.4,3431.8,1132.8,0.01928,0.023375208,1225.8,0.12258,0.025294254,7806.3,0.78063,0.161082176,4661.9,0.46619,0.096197814,1458.3,348,4579,0.0781,0.094487182,1840.434,48461.6,37977.1613,41551.5,37560,0.1055,6997.2,0.07022,0.144386483,1806.3,0.01993,0.03727281,,,,,,,68930,6.893,-0.033333333,4.685397749,,660833,599787,61046,0.101779465,Republican,0.056484543,1.487329266
South Dakota,2017,Plains,41,0.035424246,3301.2,0.00734,0.063958028,119.1,-0.00117,0.002307464,4503.8,0.45038,0.087257411,3423.4,3729.7,1299.5,0.01667,0.025176741,1196.4,0.11964,0.023179263,9533.2,0.95332,0.184697889,4694,0.4694,0.090942379,1523.3,344,4952.2,0.03732,0.095944791,1828.426,51615.1,35424.24601,42989.3,38776,0.1216,7153.1,0.01559,0.138585414,1867.3,0.0061,0.036177398,,,,,,,67110,6.711,0.033333333,4.712776773,,674712,613125,61587,0.100447706,Republican,0.055499075,1.566697425
South Dakota,2018,Plains,41,0.036920085,3863.8,0.05626,0.074392831,99.7,-0.00194,0.001919604,4436.6,0.44366,0.085421408,3456.9,3781.4,1270.6,-0.00289,0.024463878,1290.6,0.12906,0.024848954,9030.8,0.90308,0.173877215,4432.8,0.44328,0.085348243,1636.9,365.4,5048.6,0.00964,0.097204733,1917.548,51937.8,36920.08518,45144,40368,0.1592,7238.3,0.00852,0.139364779,2002.3,0.0135,0.038551883,,,,,,,68730,6.873,-0.258333333,4.71548355,,696507,634179,62328,0.0982814,Republican,0.057875588,1.567590866
South Dakota,2019,Plains,41,0.037059039,3445.5,-0.04183,0.065803923,93.1,-0.00066,0.001778071,3979.9,0.39799,0.076010168,3346.2,3829.8,1229.1,-0.00415,0.023473981,1472,0.1472,0.02811301,9561.8,0.95618,0.182616152,4514.7,0.45147,0.086224052,1722,365.9,5349.3,0.03007,0.10216367,1940.415,52360.1,37059.03923,48031.4,41346,0.0978,7176,-0.00623,0.137050922,2087.9,0.00856,0.039875783,,,,,,,73190,7.319,-0.008333334,4.719000467,,749554,685729,63825,0.093076128,Republican,0.06413982,1.730746985
South Dakota,2020,Plains,41,0.038305989,4070.1,0.06246,0.077243078,157.5,0.00644,0.002989063,4224.3,0.42243,0.080169513,3557.1,3765.9,1179.5,-0.00496,0.02238476,1376.9,0.13769,0.026131052,8732.8,0.87328,0.165732624,4881.3,0.48813,0.092638175,1762.5,328.1,5572.5,0.02232,0.105755891,2018.423,52692.1,38305.98894,52793.3,41284,-0.0062,7323,0.0147,0.13897719,2090.6,0.00027,0.039675777,,,,,,,79120,7.912,1.441666667,4.721745507,,750722,685084,65638,0.095810149,,,0
South Dakota,2021,Plains,41,0.038983087,4427.6,0.03575,0.080296842,164.9,0.00074,0.002990548,4532.2,0.45322,0.082193818,3551.3,3791.5,1242.2,0.00627,0.022527947,1472,0.1472,0.02669549,9094.9,0.90949,0.164940769,5087.2,0.50872,0.092259033,2070.5,353,5582,0.00095,0.10123249,2149.543,55140.4,38983.08681,58627.9,45944,0.466,7342.8,0.00198,0.133165519,2423.5,0.03329,0.04395144,,,,,,,79680,7.968,-1.583333333,4.741469912,,706466,640281,66185,0.103368677,,,0
South Dakota,2022,Plains,41,0.045033325,4575.5,0.01479,0.083252516,163.2,-0.00017,0.00296947,4656.9,0.46569,0.084733612,3386,3643.4,1179.6,-0.00626,0.021463155,1562.8,0.15628,0.028435588,7945.1,0.79451,0.144563341,5435.8,0.54358,0.098905918,2349.6,359.9,5588.9,0.00069,0.101691615,"2,475",54959.3,45033.32466,62028.3,48997,0.3053,7029.4,-0.03134,0.12790192,2709.5,0.0286,0.049300118,,,,,,,67180,6.718,-0.575,4.740041193,,696398,641753,54645,0.085149582,,,0
Tennessee,1997,Southeast,42,0,2071,,0.013412092,991,0.0991,0.006417858,34954,,0.226367098,12636,14322,9647,,0.06247535,4283,,0.02773732,8012,,0.051886857,20893,,0.135306053,9852,1935,16759,,0.108533678,0,154412.9,0,,19207,,26958,,0.174583859,11787,,0.076334296,,,,,,,52690,,,5.188683579,,234160,206311,27849,0.134985532,Republican,,#DIV/0!
Tennessee,1998,Southeast,42,0,2192,0.0121,0.013101554,1138,0.1138,0.00680181,35335,0.0381,0.211196808,13679,15885,10371,0.0724,0.061987324,4326,0.0043,0.025856442,8830,0.0818,0.052776788,21390,0.0497,0.127847735,10140,1950,16527,-0.0232,0.098781651,0,167308.4,0,139760.3,19899,0.0692,29564,0.2606,0.17670362,12090,0.0303,0.072261763,,,,,,,57840,0.515,-0.916666667,5.223517746,,246128,218966,27162,0.124046656,Republican,,#DIV/0!
Tennessee,1999,Southeast,42,0,2006,-0.0186,0.011409409,1378,0.1378,0.00783757,36528,0.1193,0.207758171,14319,16280,10850,0.0479,0.061710911,4446,0.012,0.025287254,9855,0.1025,0.056051707,22502,0.1112,0.12798331,10003,2065,16335,-0.0192,0.092907625,0,175819.8,0,145231.9,20950,0.1051,30599,0.1035,0.174036144,12068,-0.0022,0.068638458,,,,,,,60710,0.287,-0.391666667,5.245067782,,267886,237884,30002,0.126120294,Republican,,#DIV/0!
Tennessee,2000,Southeast,42,0.042611966,2398,0.0392,0.013202701,1264,0.1264,0.006959222,35747,-0.0781,0.196812742,14960,16320,11002,0.0152,0.060573861,4610,0.0164,0.025381339,10655,0.08,0.058663378,22948,0.0446,0.126345115,10081,2157,16590,0.0255,0.091339788,7739.59,181629.5,42611.96557,153990.1,22102,0.1152,31280,0.0681,0.17221872,12238,0.017,0.067378922,,,,,,,54790,-0.592,-0.091666666,5.259186387,,285874,254098,31776,0.125054113,Republican,0.061359196,1.439952243
Tennessee,2001,Southeast,42,0.043296245,2419,0.0021,0.013021149,1253,0.1253,0.006744729,35416,-0.0331,0.190639522,15117,16272,10517,-0.0485,0.056611584,5024,0.0414,0.02704351,11558,0.0903,0.062215146,24220,0.1272,0.130372973,10358,2255,16746,0.0156,0.090141446,8043.347,185774.7,43296.2454,158125.3,22577,0.0475,31389,0.0109,0.168962727,12613,0.0375,0.067894067,,,,,,,56230,0.144,0.65,5.268986569,,318542,284384,34158,0.120112243,Republican,0.057890989,1.337090295
Tennessee,2002,Southeast,42,0.03992889,2245,-0.0174,0.011495771,1125,0.1125,0.005760687,36682,0.1266,0.187834248,15451,16905,10572,0.0055,0.054135098,5849,0.0825,0.029950453,11812,0.0254,0.060484656,24338,0.0118,0.124625427,10999,2338,17453,0.0707,0.089370021,7797.681,195289.2,39928.89008,162879.4,23201,0.0624,32356,0.0967,0.165682485,13337,0.0724,0.068293587,,,,,,,57470,0.124,0.608333333,5.290678226,,352895,314672,38223,0.12146934,Republican,0.056553911,1.416365719
Tennessee,2003,Southeast,42,0.043229417,2172,-0.0073,0.010655745,1131,0.1131,0.005548641,39207,0.2525,0.192347978,16550,18393,10913,0.0341,0.053538743,5993,0.0144,0.029401419,12431,0.0619,0.06098599,23934,-0.0404,0.117419249,11362,2560,18075,0.0622,0.088675229,8811.612,203833.7,43229.41692,169929.5,24018,0.0817,34943,0.2587,0.171428964,13922,0.0585,0.068300777,,,,,,,57050,-0.042,0.383333333,5.309275988,,388542,350650,37892,0.10806217,Democrat,0.052324872,1.210399668
Tennessee,2004,Southeast,42,0.043707663,1909,-0.0263,0.008756053,1191,0.1191,0.005462787,44378,0.5171,0.203549573,17660,19159,11745,0.0832,0.053871056,6248,0.0255,0.028657842,11843,-0.0588,0.054320555,23427,-0.0507,0.107453149,12297,2749,19259,0.1184,0.088335689,9529.171,218020.6,43707.6634,179892.9,25215,0.1197,36819,0.1876,0.168878537,15046,0.1124,0.069011827,,,,,,,56470,-0.058,-0.158333333,5.338497531,,407512,369909,37603,0.101654731,Democrat,0.050154523,1.147499536
Tennessee,2005,Southeast,42,0.043872505,1808,-0.0101,0.007926369,1247,0.1247,0.005466915,43879,-0.0499,0.192367889,18344,20070,12467,0.0722,0.054655996,6784,0.0536,0.02974142,11245,-0.0598,0.049298683,23476,0.0049,0.102920043,12207,2832,19945,0.0686,0.087439949,10007.292,228099.4,43872.50471,188177.6,26499,0.1284,38414,0.1595,0.168409036,15039,-0.0007,0.065931782,,,,,,,56800,0.033,0.175,5.358124143,,428018,388870,39148,0.100671175,Democrat,0.051676346,1.177875437
Tennessee,2006,Southeast,42,0.044382243,2305,0.0497,0.009596414,1294,0.1294,0.005387314,45318,0.1439,0.188672568,18974,20229,12963,0.0496,0.053968898,7551,0.0767,0.031437101,11516,0.0271,0.047944598,23740,0.0264,0.098836815,12383,2229,21070,0.1125,0.087720796,10660.344,240193.9,44382.24285,200188.9,27592,0.1093,39203,0.0789,0.16321397,14612,-0.0427,0.060834184,,,,,,,57010,0.021,-0.25,5.380561974,,434099,391181,42918,0.109713918,Democrat,0.050665512,1.141571687
Tennessee,2007,Southeast,42,0.046632242,1636,-0.0669,0.006697989,1389,0.1389,0.00568674,43426,-0.1892,0.177791498,19406,19865,12315,-0.0648,0.050419157,8597,0.1046,0.035197198,11620,0.0104,0.047573739,25359,0.1619,0.103822931,12347,2301,21200,0.013,0.086795462,11390.037,244252.4,46632.24189,209746.8,28709,0.1117,39271,0.0068,0.160780406,14648,0.0036,0.059970752,,,,,,,56270,-0.074,-0.641666667,5.38783884,,443797,397808,45989,0.115606021,Democrat,0.047464271,1.017842355
Tennessee,2008,Southeast,42,0.045858574,1836,0.02,0.007297036,1126,0.1126,0.004475198,42681,-0.0745,0.169632247,19436,18830,12037,-0.0278,0.047840101,8100,-0.0497,0.032192807,11291,-0.0329,0.044875183,26251,0.0892,0.104332516,13429,2378,22733,0.1533,0.090350504,11538.43,251609,45858.57422,218372.5,29062,0.0353,38266,-0.1005,0.15208518,15807,0.1159,0.062823667,,,,,,,52310,-0.396,1.883333334,5.400726172,,461317,411142,50175,0.122038128,Democrat,0.049151366,1.071803192
Tennessee,2009,Southeast,42,0.041641853,1744,-0.0092,0.006960842,973,0.0973,0.003883543,38639,-0.4042,0.15422017,16671,17961,10902,-0.1135,0.043513246,8495,0.0395,0.033906166,12229,0.0938,0.048809712,26801,0.055,0.10697106,12736,2494,23922,0.1189,0.095480083,10433.133,250544.4,41641.8527,217094.7,28370,-0.0692,34632,-0.3634,0.138226997,15230,-0.0577,0.060787629,,,,,,,53600,0.129,3.600000003,5.3988847,,537991,484480,53511,0.11045038,Democrat,0.050559721,1.214156368
Tennessee,2010,Southeast,42,0.041079786,1242,-0.0502,0.004852779,957,0.0957,0.003739219,39923,0.1284,0.155988338,17141,18575,11584,0.0682,0.045261351,8415,-0.008,0.032879339,12479,0.025,0.048758321,28094,0.1293,0.109769716,12929,2505,24147,0.0225,0.094347879,10513.788,255935.8,41079.78642,227613,29336,0.0966,35716,0.1084,0.139550622,15434,0.0204,0.060304186,,,,,,,50360,-0.324,-0.29166667,5.408131039,,608390,559569,48821,0.087247507,Democrat,0.046500088,1.131945721
Tennessee,2011,Southeast,42,0.04258032,1246,0.0004,0.004655175,791,0.0791,0.002955252,41504,0.1581,0.155062914,17444,18905,12128,0.0544,0.045311368,8332,-0.0083,0.031129149,12748,0.0269,0.047627747,29154,0.106,0.108922133,13127,2523,24926,0.0779,0.09312592,11397.01,267659.1,42580.31952,241431.7,30434,0.1098,36349,0.0633,0.135803341,15650,0.0216,0.058469897,,,,,,,53510,0.315,-0.716666667,5.427582013,,606770,552210,54560,0.098802992,Republican,0.044337252,1.041261597
Tennessee,2012,Southeast,42,0.040109988,1028,-0.0218,0.003623268,758,0.0758,0.002671631,43909,0.2405,0.154760755,18354,19344,12288,0.016,0.043310031,7554,-0.0778,0.026624672,12631,-0.0117,0.044518962,29576,0.0422,0.104242959,13682,2581,25524,0.0598,0.089961364,11380.078,283721.8,40109.98802,252592.3,31037,0.0603,37698,0.1349,0.132869593,16263,0.0613,0.057320234,,,,,,,53390,-0.012,-1.15,5.452892706,,544573,488543,56030,0.11468796,Republican,0.043718785,1.089972528
Tennessee,2013,Southeast,42,0.04005321,1468,0.044,0.005013594,712,0.0712,0.002431662,45565,0.1656,0.155616097,18792,19322,12332,0.0044,0.042116925,7846,0.0292,0.026796091,12436,-0.0195,0.042472112,30102,0.0526,0.102806008,13909,2535,25882,0.0358,0.088393631,11727.736,292803.9,40053.20967,254464.6,31462,0.0425,38114,0.0416,0.130169031,16444,0.0181,0.056160454,,,,,,,53200,-0.019,-0.233333333,5.466576857,,546178,486781,59397,0.122019964,Republican,0.044002995,1.098613444
Tennessee,2014,Southeast,42,0.038817404,1294,-0.0174,0.004254474,778,0.0778,0.002557945,46425,0.086,0.1526383,19432,19581,12008,-0.0324,0.039480468,7763,-0.0083,0.025523557,13183,0.0747,0.043343688,30481,0.0379,0.100216866,14465,2570,26259,0.0377,0.086335576,11806.329,304150.4,38817.40415,263856,32483,0.1021,39013,0.0899,0.128268778,17035,0.0591,0.056008475,,,,,,,52880,-0.032,-1.125,5.483088392,,576978,517428,59550,0.115088476,Republican,0.039954565,1.029295133
Tennessee,2015,Southeast,42,0.039352278,1328,0.0034,0.004115434,695,0.0695,0.002153785,45854,-0.0571,0.142100241,19861,20441,11958,-0.005,0.037057502,9312,0.1549,0.028857623,12873,-0.031,0.039893061,31374,0.0893,0.097227133,15624,2509,28353,0.2094,0.08786514,12698.496,322687.7,39352.27776,277356.1,33227,0.0744,40302,0.1289,0.124894751,18133,0.1098,0.056193651,,,,,,,57290,0.441,-1.033333333,5.508782412,,624357,567054,57303,0.101053868,Republican,0.041848068,1.063421741
Tennessee,2016,Southeast,42,0.040032229,1215.9,-0.01121,0.00363623,700.9,0.07009,0.002096088,51513.6,0.56596,0.154054849,23781.6,22637.2,14980,0.3022,0.044798687,10381.1,0.10691,0.03104537,19461.1,0.65881,0.058199715,36226.1,0.48521,0.108336563,17869,3760.6,34904.2,0.65512,0.104383333,13386.169,334384.8,40032.22934,286532.3,34300,0.1073,46418.8,0.61168,0.138818511,21629.6,0.34966,0.064684758,,,,,,,61610,0.432,-0.808333334,5.524246528,,660833,599787,61046,0.101779465,Republican,0.025978421,0.64893766
Tennessee,2017,Southeast,42,0.039091288,1467.9,0.0252,0.004130072,762.9,0.07629,0.00214649,55231.1,0.37175,0.155397807,23367.9,25686.9,16603.6,0.16236,0.046715764,10736.6,0.03555,0.030208417,20961,0.14999,0.058975712,41029.5,0.48034,0.115440292,18910.6,3792.9,35646.5,0.07423,0.100294724,13893.728,355417.5,39091.28841,299307.7,35610,0.131,49054.8,0.2636,0.138020216,22703.5,0.10739,0.063878397,,,,,,,65210,0.36,-1.008333333,5.550738808,,674712,613125,61587,0.100447706,Republican,0.022251582,0.569220999
Tennessee,2018,Southeast,42,0.043447729,1357.9,-0.011,0.00374734,886.8,0.08868,0.002447265,54176.8,-0.10543,0.149509457,23481,27051.3,16725.5,0.01219,0.046156665,11770.6,0.1034,0.032482834,21077.3,0.01163,0.058166146,41643.4,0.06139,0.114921555,20920.9,3888.1,34981.5,-0.0665,0.096536988,15743.88,362363.7,43447.72945,316176.5,36770,0.116,50532.3,0.14775,0.139451882,24809,0.21055,0.068464363,,,,,,,64800,-0.041,-0.25,5.559144685,,696507,634179,62328,0.0982814,Republican,0.020126421,0.46323298
Tennessee,2019,Southeast,42,0.044451386,1453.7,0.00958,0.003927982,876,0.0876,0.002367003,54011.2,-0.01656,0.145941388,24024.8,27866.5,16633.7,-0.00918,0.04494522,12403.5,0.06329,0.033514975,20867.8,-0.02095,0.056386003,43142.2,0.14988,0.116572721,22572.9,4135.4,35354,0.03725,0.095528554,16450.938,370088.3,44451.38633,335496.9,38004,0.1234,51891.3,0.1359,0.140213295,26708.3,0.18993,0.072167372,,,,,,,64500,-0.03,-0.158333333,5.568305355,,749554,685729,63825,0.093076128,Republican,0.018096581,0.407109488
Tennessee,2020,Southeast,42,0.045764649,1226.5,-0.02272,0.003346017,962.3,0.09623,0.002625253,54166.6,0.01554,0.147772014,24509.8,28161.3,17283.6,0.06499,0.047151425,12806,0.04025,0.034936075,22348.2,0.14804,0.060968171,42917.6,-0.02246,0.117083593,22508.5,3811,35104.8,-0.02492,0.095769478,16775.27,366555.2,45764.64882,359633.6,37751,-0.0253,52671.1,0.07798,0.143692137,26319.5,-0.03888,0.071802282,,,,,,,61970,-0.253,4.191666666,5.564139385,,750722,685084,65638,0.095810149,,,0
Tennessee,2021,Southeast,42,0.050437901,1739.9,0.05134,0.004387303,1001.3,0.10013,0.002524862,55712,0.15454,0.14048246,25179.3,29131.2,19069.2,0.17856,0.04808458,15493.5,0.26875,0.039068154,24648.7,0.23005,0.062153755,46348.6,0.3431,0.116871865,25829.9,4000.3,37745.4,0.26406,0.095178178,20002.471,396576.2,50437.90071,396986.1,42741,0.499,54310.5,0.16394,0.13694846,29830.2,0.35107,0.07521934,,,,,,,67030,0.506,-3.041666666,5.598326647,,706466,640281,66185,0.103368677,,,0
Tennessee,2022,Southeast,42,0.054962214,1405.9,-0.0334,0.00341154,989.6,0.09896,0.002401351,59703.7,0.39917,0.144876272,24524.8,28012.8,18245.5,-0.08237,0.044274308,16913.9,0.14204,0.041043064,23911,-0.07377,0.058022142,48917.8,0.25692,0.118703338,28083.3,4281.3,38935.4,0.119,0.094480168,"22,650",412101.3,54962.21439,411035.1,46280,0.3539,52537.6,-0.17729,0.127487101,32364.6,0.25344,0.078535545,,,,,,,65380,-0.165,-1.125,5.615003985,,696398,641753,54645,0.085149582,,,0
Texas,1997,Southwest,43,0,5453,,0.008935587,101128,,0.165713925,97794,,0.160250649,50402,49661,30093,,0.049312052,25943,,0.042511632,32400,,0.053092429,82104,,0.134540148,48560,4741,46442,,0.076102426,0,610256.5,0,,19040,,100063,,0.163968757,53301,,0.087341962,,,,,,,60320,,,5.785512414,,234160,206311,27849,0.134985532,Republican,,#DIV/0!
Texas,1998,Southwest,43,0,5242,-0.0211,0.00811836,102045,0.0917,0.158038547,105911,0.8117,0.164025877,54981,53342,33091,0.2998,0.051248504,28191,0.2248,0.043659804,37291,0.4891,0.057753104,83416,0.1312,0.129187549,54075,4763,48656,0.2214,0.075354241,0,645696.9,0,514882.6,20040,0.1,108323,0.826,0.167761375,58838,0.5537,0.09112325,,,,,,,60710,0.039,-0.425,5.810028701,,246128,218966,27162,0.124046656,Republican,,#DIV/0!
Texas,1999,Southwest,43,0,6670,0.1428,0.009789598,95345,-0.67,0.139938421,104248,-0.1663,0.153005407,59671,55613,34472,0.1381,0.050594758,30051,0.186,0.044106031,41439,0.4148,0.060820266,88585,0.5169,0.130016729,55731,5351,49323,0.0667,0.072391659,0,681335.4,0,543797.6,21123,0.1083,115284,0.6961,0.169203009,61082,0.2244,0.089650413,,,,,,,64310,0.36,-0.241666667,5.833360954,,267886,237884,30002,0.126120294,Republican,,#DIV/0!
Texas,2000,Southwest,43,0.037116279,6962,0.0292,0.009422484,77924,-1.7421,0.105463606,110994,0.6746,0.150221081,63443,57206,35675,0.1203,0.048283124,31795,0.1744,0.043031869,43345,0.1906,0.058663826,91323,0.2738,0.12359803,59237,5567,50639,0.1316,0.068535644,27424.142,738871,37116.27876,591738.3,22526,0.1403,120649,0.5365,0.163288314,64804,0.3722,0.087706785,,,,,,,62040,-0.227,-0.341666667,5.868568621,,285874,254098,31776,0.125054113,Republican,0.074314157,2.002198469
Texas,2001,Southwest,43,0.038062977,6306,-0.0656,0.008157756,98419,2.0495,0.127319724,114148,0.3154,0.147667543,63914,59535,37216,0.1541,0.048144473,31673,-0.0122,0.040973772,46099,0.2754,0.059635964,88259,-0.3064,0.114176242,62749,5912,52758,0.2119,0.068250379,29422.936,773006.7,38062.97669,631080.2,23377,0.0851,123449,0.28,0.15969978,68661,0.3857,0.088823292,,,,,,,64210,0.217,0.575,5.888183258,,318542,284384,34158,0.120112243,Republican,0.072811866,1.912931456
Texas,2002,Southwest,43,0.03640789,7584,0.1278,0.009633439,103735,0.5316,0.13176751,117454,0.3306,0.149193822,62710,61522,31988,-0.5228,0.040632179,34377,0.2704,0.043666763,46607,0.0508,0.0592017,89324,0.1065,0.113462198,63832,5917,55973,0.3215,0.071098692,28662.395,787257.8,36407.88951,639443.1,23808,0.0431,124232,0.0783,0.157803454,69749,0.1088,0.088597407,,,,,,,62320,-0.189,1.4,5.896116972,,352895,314672,38223,0.12146934,Republican,0.075384454,2.070552674
